RESULTADO;WELLBOAT;dia;mes;año
NEGATIVO;SEIVAG;8;10;2020
NEGATIVO;HEIMDALL;8;10;2020
NEGATIVO;PATAGON 4;8;10;2020
NEGATIVO;ODDEGUTT;8;10;2020
NEGATIVO;ORCA YAGAN;8;10;2020
NEGATIVO;DON MAURO;8;10;2020
NEGATIVO;RONIA PACIFIC;8;10;2020
NEGATIVO;ORCA CHONO;8;10;2020
NEGATIVO;PATAGON 8;9;10;2020
NEGATIVO;RONIA DIAMOND;9;10;2020
NEGATIVO;CACIQUE I;9;10;2020
NEGATIVO;SEINES;9;10;2020
NEGATIVO;HEIMDALL;9;10;2020
NEGATIVO;ORCA YAGAN;9;10;2020
NEGATIVO;SEIVIK;10;10;2020
NEGATIVO;DON MAURO;10;10;2020
NEGATIVO;SEIVAG;10;10;2020
NEGATIVO;GRIP PATAGONIA;10;10;2020
NEGATIVO;INTER FIORD;10;10;2020
NEGATIVO;PATAGON 8;10;10;2020
NEGATIVO;RONIA ATLANTIC;10;10;2020
NEGATIVO;SEINES;10;10;2020
NEGATIVO;CACIQUE I;11;10;2020
NEGATIVO;ORCA ONA;11;10;2020
NEGATIVO;HEIMDALL;11;10;2020
NEGATIVO;RONIA PIONNER;11;10;2020
NEGATIVO;ORCA YAGAN;11;10;2020
NEGATIVO;SEIBRIS;11;10;2020
NEGATIVO;DON MAURO;11;10;2020
NEGATIVO;SEIVIK;11;10;2020
NEGATIVO;GRIP PATAGONIA;11;10;2020
NEGATIVO;PATAGON 5;11;10;2020
NEGATIVO;VALI;11;10;2020
NEGATIVO;SEIVAG;12;10;2020
NEGATIVO;PATAGON 9;12;10;2020
NEGATIVO;ORCA YAGAN;12;10;2020
NEGATIVO;ORCA CHONO;12;10;2020
NEGATIVO;PATAGON 8;12;10;2020
NEGATIVO;GRIP PATAGONIA;13;10;2020
NEGATIVO;FRIGG;13;10;2020
NEGATIVO;FAEROY;13;10;2020
NEGATIVO;PATAGON 5;13;10;2020
NEGATIVO;QUEILEN;13;10;2020
NEGATIVO;DON MAURO;13;10;2020
NEGATIVO;RONIA PACIFIC;13;10;2020
NEGATIVO;INTER FIORD;13;10;2020
NEGATIVO;CACIQUE I;13;10;2020
NEGATIVO;ORCA YAGAN;14;10;2020
NEGATIVO;SAGA;14;10;2020
NEGATIVO;PATAGON 8;14;10;2020
NEGATIVO;LOKI;14;10;2020
NEGATIVO;FAEROY;14;10;2020
NEGATIVO;SEIVIK;14;10;2020
NEGATIVO;SEINES;14;10;2020
NEGATIVO;SEIVAG;14;10;2020
NEGATIVO;FRIGG;14;10;2020
NEGATIVO;ORCA CHONO;14;10;2020
NEGATIVO;QUEILEN;15;10;2020
NEGATIVO;CACIQUE I;15;10;2020
NEGATIVO;DON MAURO;15;10;2020
NEGATIVO;SEIFJORD;15;10;2020
NEGATIVO;ORCA YAGAN;15;10;2020
NEGATIVO;FAEROY;15;10;2020
NEGATIVO;FRIGG;15;10;2020
NEGATIVO;SAGA;15;10;2020
NEGATIVO;RONIA AUSTRAL;15;10;2020
NEGATIVO;RONIA PACIFIC;15;10;2020
NEGATIVO;PATAGON 8;15;10;2020
NEGATIVO;SEIVIK;16;10;2020
NEGATIVO;ORCA ONA;16;10;2020
NEGATIVO;LOKI;16;10;2020
NEGATIVO;SEINES;16;10;2020
NEGATIVO;RONIA DIAMOND;16;10;2020
NEGATIVO;BUCALEMU;16;10;2020
NEGATIVO;PATAGON 7;16;10;2020
NEGATIVO;PATAGON 9;16;10;2020
NEGATIVO;QUEILEN;16;10;2020
NEGATIVO;SEINES;17;10;2020
NEGATIVO;ORCA YAGAN;17;10;2020
NEGATIVO;BRUDANES;17;10;2020
NEGATIVO;CACIQUE;17;10;2020
NEGATIVO;INTER FIORD;17;10;2020
NEGATIVO;DON MAURO;17;10;2020
NEGATIVO;ORCA CHONO;17;10;2020
NEGATIVO;SAGA;17;10;2020
NEGATIVO;HEIMDALL;17;10;2020
NEGATIVO;GRIP PACIFIC;17;10;2020
NEGATIVO;PATAGON 8;17;10;2020
NEGATIVO;PATAGON 4;17;10;2020
NEGATIVO;GRIP ARTIC;18;10;2020
NEGATIVO;DON MAURO;19;10;2020
NEGATIVO;RONIA PACIFIC;19;10;2020
NEGATIVO;SEINES;19;10;2020
NEGATIVO;PATAGON 8;19;10;2020
NEGATIVO;SEIGRUNN;20;10;2020
NEGATIVO;TYR;20;10;2020
NEGATIVO;ORCA YAGAN;20;10;2020
NEGATIVO;PANIAHUE;20;10;2020
NEGATIVO;PATAGON 6;20;10;2020
NEGATIVO;BUCALEMU;20;10;2020
NEGATIVO;SAGA;20;10;2020
NEGATIVO;PATAGON 8;21;10;2020
NEGATIVO;RONIA AUSTRAL;21;10;2020
NEGATIVO;INTER FIORD;21;10;2020
NEGATIVO;HEIMDALL;21;10;2020
NEGATIVO;ORCA YAGAN;21;10;2020
NEGATIVO;DON MAURO;21;10;2020
NEGATIVO;VALI;21;10;2020
NEGATIVO;SEINES;21;10;2020
NEGATIVO;SAGA;21;10;2020
NEGATIVO;RONIA PACIFIC;21;10;2020
NEGATIVO;SEIVAG;22;10;2020
NEGATIVO;TYR;22;10;2020
NEGATIVO;LOKI;22;10;2020
NEGATIVO;PATAGON 8;22;10;2020
NEGATIVO;FORSETI;22;10;2020
NEGATIVO;RONIA ATLANTIC;22;10;2020
NEGATIVO;SEINES;22;10;2020
NEGATIVO;ORCA YAGAN;22;10;2020
NEGATIVO;PATAGON 5;22;10;2020
NEGATIVO;SEIVIK;22;10;2020
NEGATIVO;HEIMDALL;23;10;2020
NEGATIVO;SAGA;23;10;2020
NEGATIVO;DON MAURO;23;10;2020
NEGATIVO;GRIP PACIFIC;23;10;2020
NEGATIVO;SEINES;23;10;2020
NEGATIVO;SEIKAPP;23;10;2020
NEGATIVO;ORCA ONA;23;10;2020
NEGATIVO;PATAGON 6;23;10;2020
NEGATIVO;SEIVAG;24;10;2020
NEGATIVO;ORCA YAGAN;24;10;2020
NEGATIVO;QUEILEN;24;10;2020
NEGATIVO;PATAGON 8;24;10;2020
NEGATIVO;SEIVIK;24;10;2020
NEGATIVO;RONIA PACIFIC;24;10;2020
NEGATIVO;INTER FIORD;24;10;2020
NEGATIVO;SEINES;24;10;2020
NEGATIVO;LINDA MARIJKE;24;10;2020
NEGATIVO;DON MAURO;25;10;2020
NEGATIVO;RONIA DIAMOND;25;10;2020
NEGATIVO;SEIVIK;25;10;2020
NEGATIVO;PATAGON 8;25;10;2020
NEGATIVO;ORCA ONA;25;10;2020
NEGATIVO;SEIKAPP;26;10;2020
NEGATIVO;SEIVAG;26;10;2020
NEGATIVO;SEINES;26;10;2020
NEGATIVO;ORCA YAGAN;26;10;2020
NEGATIVO;ALCANTARA;26;10;2020
NEGATIVO;PATAGON 4;26;10;2020
NEGATIVO;GRIP PATAGONIA;26;10;2020
NEGATIVO;SEIVIK;27;10;2020
NEGATIVO;PATAGON 8;27;10;2020
NEGATIVO;SEIGRUNN;27;10;2020
NEGATIVO;HEIMDALL;27;10;2020
NEGATIVO;SEIBRIS;27;10;2020
NEGATIVO;RONIA PACIFIC;27;10;2020
NEGATIVO;LOKI;27;10;2020
NEGATIVO;VALI;27;10;2020
NEGATIVO;FAEROY;27;10;2020
NEGATIVO;SEIKAPP;27;10;2020
NEGATIVO;PATAGON 6;28;10;2020
NEGATIVO;BRUDANES;28;10;2020
NEGATIVO;SEIVIK;28;10;2020
NEGATIVO;SEIVAG;28;10;2020
NEGATIVO;ORCA YAGAN;28;10;2020
NEGATIVO;SEINES;28;10;2020
NEGATIVO;PATAGON 8;28;10;2020
NEGATIVO;TYR;28;10;2020
NEGATIVO;SEIBRIS;28;10;2020
NEGATIVO;PATAGON 5;28;10;2020
NEGATIVO;GRIP PACIFIC;29;10;2020
NEGATIVO;INTER FIORD;29;10;2020
NEGATIVO;RONIA ATLANTIC;29;10;2020
NEGATIVO;SAGA;29;10;2020
NEGATIVO;VALI;29;10;2020
NEGATIVO;PANIAHUE;29;10;2020
NEGATIVO;LOKI;29;10;2020
NEGATIVO;RIO DULCE 2;29;10;2020
NEGATIVO;SEIKAPP;29;10;2020
NEGATIVO;LINDA MARIJKE;29;10;2020
NEGATIVO;SEINES;29;10;2020
NEGATIVO;RONIA DIAMOND;29;10;2020
NEGATIVO;ALCANTARA;29;10;2020
NEGATIVO;PATAGON 6;29;10;2020
NEGATIVO;ORCA YAGAN;29;10;2020
NEGATIVO;SEIVIK;29;10;2020
NEGATIVO;PATAGON 8;30;10;2020
NEGATIVO;PATAGON 7;30;10;2020
NEGATIVO;PATAGON 4;30;10;2020
NEGATIVO;FAEROY;30;10;2020
NEGATIVO;DON MAURO;30;10;2020
NEGATIVO;SAGA;30;10;2020
NEGATIVO;RONIA AUSTRAL;30;10;2020
NEGATIVO;SEIVAG;30;10;2020
NEGATIVO;PATAGONIA 5;30;10;2020
NEGATIVO;GRIP PACIFIC;30;10;2020
NEGATIVO;RONIA ATLANTIC;30;10;2020
NEGATIVO;TYR;30;10;2020
NEGATIVO;RONIA PACIFIC;31;10;2020
NEGATIVO;SEINES;31;10;2020
NEGATIVO;GRIP ARTIC;31;10;2020
NEGATIVO;LOKI;31;10;2020
NEGATIVO;SAGA;31;10;2020
NEGATIVO;ORCA YAGAN;31;10;2020
NEGATIVO;SEIVIK;31;10;2020
NEGATIVO;PATAGON 6;31;10;2020
NEGATIVO;SEIKAPP;31;10;2020
NEGATIVO;SEIBRIS;31;10;2020
NEGATIVO;SEINES;1;11;2020
NEGATIVO;PATAGON 8;1;11;2020
NEGATIVO;RONIA AUSTRAL;1;11;2020
NEGATIVO;VALI;1;11;2020
NEGATIVO;SAGA;1;11;2020
NEGATIVO;ALCANTARA;1;11;2020
NEGATIVO;PATAGON 9;1;11;2020
NEGATIVO;GRIP PATAGONIA;1;11;2020
NEGATIVO;RONIA ATLANTIC;1;11;2020
NEGATIVO;SEIFJORD;1;11;2020
NEGATIVO;FAEROY;1;11;2020
NEGATIVO;LOKI;1;11;2020
NEGATIVO;PATAGON 5;1;11;2020
NEGATIVO;SEIVIK;1;11;2020
NEGATIVO;SEINES;2;11;2020
NEGATIVO;ORCA YAGAN;2;11;2020
NEGATIVO;INTER FIORD;2;11;2020
NEGATIVO;TYR;2;11;2020
NEGATIVO;FRIGG;2;11;2020
NEGATIVO;SAGA;2;11;2020
NEGATIVO;SEIBRIS;2;11;2020
NEGATIVO;SEIKAPP;2;11;2020
NEGATIVO;DON MAURO;2;11;2020
NEGATIVO;PATAGON 8;2;11;2020
NEGATIVO;LOKI;2;11;2020
NEGATIVO;QUEILEN;2;11;2020
NEGATIVO;RONIA AUSTRAL;2;11;2020
NEGATIVO;GRIP PATAGONIA;2;11;2020
NEGATIVO;SEIGRUNN;3;11;2020
NEGATIVO;VALI;3;11;2020
NEGATIVO;ORCA ONA;3;11;2020
NEGATIVO;RIO DULCE 3;3;11;2020
NEGATIVO;PATAGON 6;3;11;2020
NEGATIVO;SEIFJORD;3;11;2020
NEGATIVO;PATAGON 5;3;11;2020
NEGATIVO;SEIVIK;3;11;2020
NEGATIVO;SEIBRIS;3;11;2020
NEGATIVO;ORCA YAGAN;3;11;2020
NEGATIVO;SAGA;3;11;2020
NEGATIVO;SEINES;3;11;2020
NEGATIVO;PATAGON 8;3;11;2020
NEGATIVO;RONIA PACIFIC;4;11;2020
NEGATIVO;GRIP ARTIC;4;11;2020
NEGATIVO;RONIA AUSTRAL;4;11;2020
NEGATIVO;TYR;4;11;2020
NEGATIVO;GRIP PACIFIC;4;11;2020
NEGATIVO;SEIGRUNN;4;11;2020
NEGATIVO;ALCANTARA;4;11;2020
NEGATIVO;SEIVAG;4;11;2020
NEGATIVO;PATAGON 5;4;11;2020
NEGATIVO;SEINES;4;11;2020
NEGATIVO;QUEILEN;4;11;2020
NEGATIVO;LINDA MARIJKE;4;11;2020
NEGATIVO;PATAGON 8;5;11;2020
NEGATIVO;SEIVIK;5;11;2020
NEGATIVO;SAGA;5;11;2020
NEGATIVO;ORCA YAGAN;5;11;2020
NEGATIVO;ALCANTARA;5;11;2020
NEGATIVO;PATAGON 9;5;11;2020
NEGATIVO;TYR;5;11;2020
NEGATIVO;SEINES;5;11;2020
NEGATIVO;PATAGON 4;6;11;2020
NEGATIVO;SEIKAPP;6;11;2020
NEGATIVO;RONIA AUSTRAL;6;11;2020
NEGATIVO;LINDA MARIJKE;6;11;2020
NEGATIVO;PATAGON 5;6;11;2020
NEGATIVO;PATAGON 8;6;11;2020
NEGATIVO;SAGA;6;11;2020
NEGATIVO;PATAGON 6;6;11;2020
NEGATIVO;ALCANTARA;6;11;2020
NEGATIVO;SEIVIK;6;11;2020
NEGATIVO;SEIFJORD;6;11;2020
NEGATIVO;GRIP PACIFIC;6;11;2020
NEGATIVO;LOKI;7;11;2020
NEGATIVO;ORCA YAGAN;7;11;2020
NEGATIVO;SEIBRIS;7;11;2020
NEGATIVO;HEIMDALL;7;11;2020
NEGATIVO;RONIA AUSTRAL;7;11;2020
NEGATIVO;PATAGON 5;7;11;2020
NEGATIVO;DON MAURO;7;11;2020
NEGATIVO;VALI;7;11;2020
NEGATIVO;RONIA DIAMOND;7;11;2020
NEGATIVO;PATAGON 6;8;11;2020
NEGATIVO;SEIVIK;8;11;2020
NEGATIVO;RONIA PACIFIC;8;11;2020
NEGATIVO;ALCANTARA;8;11;2020
NEGATIVO;PANIAHUE;8;11;2020
NEGATIVO;SEIBRIS;8;11;2020
NEGATIVO;BRUDANES;8;11;2020
NEGATIVO;SEIFJORD;8;11;2020
NEGATIVO;SAGA;8;11;2020
NEGATIVO;FAEROY;8;11;2020
NEGATIVO;PATAGON 8;8;11;2020
NEGATIVO;PATAGON 5;8;11;2020
NEGATIVO;QUEILEN;8;11;2020
NEGATIVO;SEINES;8;11;2020
NEGATIVO;ORCA YAGAN;8;11;2020
NEGATIVO;RONIA AUSTRAL;9;11;2020
NEGATIVO;LINDA MARIJKE;9;11;2020
NEGATIVO;LOKI;9;11;2020
NEGATIVO;HEIMDALL;9;11;2020
NEGATIVO;DON MAURO;9;11;2020
NEGATIVO;FORSETI;9;11;2020
NEGATIVO;SEIVIK;9;11;2020
NEGATIVO;SEIVAG;9;11;2020
NEGATIVO;RIO DULCE 3;9;11;2020
NEGATIVO;PANIAHUE;9;11;2020
NEGATIVO;PATAGON 8;9;11;2020
NEGATIVO;SEIFJORD;10;11;2020
NEGATIVO;PATAGON 6;10;11;2020
NEGATIVO;PATAGON 5;10;11;2020
NEGATIVO;FRIGG;10;11;2020
NEGATIVO;SAGA;10;11;2020
NEGATIVO;ORCA YAGAN;10;11;2020
NEGATIVO;PATAGON 7;10;11;2020
NEGATIVO;TYR;10;11;2020
NEGATIVO;LINDA MARIJKE;10;11;2020
NEGATIVO;SEINES;10;11;2020
NEGATIVO;RONIA AUSTRAL;10;11;2020
NEGATIVO;QUEILEN;10;11;2020
NEGATIVO;SEIVIK;10;11;2020
NEGATIVO;RONIA PACIFIC;11;11;2020
NEGATIVO;PATAGON 8;11;11;2020
NEGATIVO;LOKI;11;11;2020
NEGATIVO;PATAGON 5;11;11;2020
NEGATIVO;ORCA CHONO;11;11;2020
NEGATIVO;SEINES;11;11;2020
NEGATIVO;HEIMDALL;11;11;2020
NEGATIVO;DON MAURO;11;11;2020
NEGATIVO;FRIGG;11;11;2020
NEGATIVO;RIO DULCE 3;11;11;2020
NEGATIVO;SEIFJORD;11;11;2020
NEGATIVO;RONIA AUSTRAL;12;11;2020
NEGATIVO;ORCA YAGAN;12;11;2020
NEGATIVO;ALCANTARA;12;11;2020
NEGATIVO;PATAGON 6;12;11;2020
NEGATIVO;INTER FIORD;12;11;2020
NEGATIVO;FORSETI;12;11;2020
NEGATIVO;SEINES;12;11;2020
NEGATIVO;PANIAHUE;12;11;2020
NEGATIVO;PATAGON 8;12;11;2020
NEGATIVO;LINDA MARIJKE;12;11;2020
NEGATIVO;LOKI;12;11;2020
NEGATIVO;RONIA ATLANTIC;12;11;2020
NEGATIVO;GRIP ARCTIC;12;11;2020
NEGATIVO;SEIVIK;12;11;2020
NEGATIVO;DON MAURO;13;11;2020
NEGATIVO;PATAGON 5;13;11;2020
NEGATIVO;SEINES;13;11;2020
NEGATIVO;ALCANTARA;13;11;2020
NEGATIVO;TYR;13;11;2020
NEGATIVO;ORCA YAGAN;13;11;2020
NEGATIVO;SEIFJORD;13;11;2020
NEGATIVO;SEIVAG;13;11;2020
NEGATIVO;ORCA CHONO;13;11;2020
NEGATIVO;RONIA PACIFIC;14;11;2020
NEGATIVO;RONIA AUSTRAL;14;11;2020
NEGATIVO;PATAGON 8;14;11;2020
NEGATIVO;SEIVIK;14;11;2020
NEGATIVO;GRIP SUPERIOR;14;11;2020
NEGATIVO;DON MAURO;14;11;2020
NEGATIVO;HEIMDALL;14;11;2020
NEGATIVO;SEINES;14;11;2020
NEGATIVO;PANIAHUE;14;11;2020
NEGATIVO;PATAGON 6;15;11;2020
NEGATIVO;PATAGON 5;15;11;2020
NEGATIVO;VALI;15;11;2020
NEGATIVO;SEIBRIS;15;11;2020
NEGATIVO;LOKI;15;11;2020
NEGATIVO;SEIKAPP;15;11;2020
NEGATIVO;SEIFJORD;15;11;2020
NEGATIVO;ORCA YAGAN;15;11;2020
NEGATIVO;RONIA AUSTRAL;15;11;2020
NEGATIVO;LINDA MARIJKE;15;11;2020
NEGATIVO;PATAGON 9;15;11;2020
NEGATIVO;FORSETI;15;11;2020
NEGATIVO;RONIA DIAMOND;15;11;2020
NEGATIVO;ALCANTARA;16;11;2020
NEGATIVO;SEINES;16;11;2020
NEGATIVO;PATAGON 8;16;11;2020
NEGATIVO;TYR;16;11;2020
NEGATIVO;HEIMDALL;16;11;2020
NEGATIVO;FEROY;16;11;2020
NEGATIVO;BUCALEMU;16;11;2020
NEGATIVO;PATAGON 4;16;11;2020
NEGATIVO;SAGA;16;11;2020
NEGATIVO;PANIAHUE;16;11;2020
NEGATIVO;SEIVIK;16;11;2020
NEGATIVO;RONIA PACIFIC;17;11;2020
NEGATIVO;SEINES;17;11;2020
NEGATIVO;PATAGON 5;17;11;2020
NEGATIVO;ORCA YAGAN;17;11;2020
NEGATIVO;SEIBRIS;17;11;2020
NEGATIVO;VALI;17;11;2020
NEGATIVO;ORCA CHONO;17;11;2020
NEGATIVO;SEIFJORD;17;11;2020
NEGATIVO;LOKI;17;11;2020
NEGATIVO;RONIA AUSTRAL;17;11;2020
NEGATIVO;PATAGON 8;17;11;2020
NEGATIVO;PATAGON 6;17;11;2020
NEGATIVO;RIO DULCE 3;17;11;2020
NEGATIVO;FRIGG;17;11;2020
NEGATIVO;SEIVIK;17;11;2020
NEGATIVO;SEIKAPP;18;11;2020
NEGATIVO;BUCALEMU;18;11;2020
NEGATIVO;FAEROY;18;11;2020
NEGATIVO;SEIVAG;18;11;2020
NEGATIVO;SEINES;18;11;2020
NEGATIVO;RONIA DIAMOND;18;11;2020
NEGATIVO;SEIBRIS;18;11;2020
NEGATIVO;SEIFJORD;18;11;2020
NEGATIVO;SAGA;18;11;2020
NEGATIVO;PATAGON 5;18;11;2020
NEGATIVO;RONIA AUSTRAL;18;11;2020
NEGATIVO;GRIP PACIFIC;18;11;2020
NEGATIVO;PATAGON 8;18;11;2020
NEGATIVO;ALCANTARA;19;11;2020
NEGATIVO;LOKI;19;11;2020
NEGATIVO;PANIAHUE;19;11;2020
NEGATIVO;SEIVAG;19;11;2020
NEGATIVO;RIO DULCE 3;19;11;2020
NEGATIVO;INTER FIORD;19;11;2020
NEGATIVO;FAEROY;19;11;2020
NEGATIVO;ORCA CHONO;19;11;2020
NEGATIVO;RONIA PACIFIC;19;11;2020
NEGATIVO;PATAGON 6;20;11;2020
NEGATIVO;PATAGON 4;20;11;2020
NEGATIVO;SEIFJORD;20;11;2020
NEGATIVO;BUCALEMU;20;11;2020
NEGATIVO;SEIBRIS;20;11;2020
NEGATIVO;PATAGON 8;20;11;2020
NEGATIVO;SEINES;20;11;2020
NEGATIVO;SEIKAPP;20;11;2020
NEGATIVO;SEIGRUNN;20;11;2020
NEGATIVO;RONIA AUSTRAL;20;11;2020
NEGATIVO;PATAGON 7;20;11;2020
NEGATIVO;SAGA;20;11;2020
NEGATIVO;PANIAHUE;21;11;2020
NEGATIVO;PATAGON 5;21;11;2020
NEGATIVO;RONIA DIAMOND;21;11;2020
NEGATIVO;LOKI;21;11;2020
NEGATIVO;ALCANTARA;21;11;2020
NEGATIVO;SEIBRIS;21;11;2020
NEGATIVO;GRIP PACIFIC;21;11;2020
NEGATIVO;PATAGON 6;21;11;2020
NEGATIVO;RIO DULCE 3;21;11;2020
NEGATIVO;FAEROY;21;11;2020
NEGATIVO;BUCALEMU;21;11;2020
NEGATIVO;SEINES;22;11;2020
NEGATIVO;PATAGON 4;22;11;2020
NEGATIVO;RONIA AUSTRAL;22;11;2020
NEGATIVO;SEIGRUNN;22;11;2020
NEGATIVO;VALI;22;11;2020
NEGATIVO;PATAGON 8;22;11;2020
NEGATIVO;SEISTROM;22;11;2020
NEGATIVO;SAGA;22;11;2020
NEGATIVO;SEIKAPP;22;11;2020
NEGATIVO;RONIA DIAMOND;23;11;2020
NEGATIVO;GRIP PATAGONIA;23;11;2020
NEGATIVO;TYR;23;11;2020
NEGATIVO;BUCALEMU;23;11;2020
NEGATIVO;SEIFJORD;23;11;2020
NEGATIVO;SEIBRIS;23;11;2020
NEGATIVO;PATAGON 8;23;11;2020
NEGATIVO;ORCA ONA;23;11;2020
NEGATIVO;ORCA CHONO;23;11;2020
NEGATIVO;LOKI;23;11;2020
NEGATIVO;SEIGRUNN;23;11;2020
NEGATIVO;PATAGON 6;23;11;2020
NEGATIVO;RONIA PACIFIC;23;11;2020
NEGATIVO;PATAGON 5;24;11;2020
NEGATIVO;SAGA;24;11;2020
NEGATIVO;ALCANTARA;24;11;2020
NEGATIVO;ORCA YAGAN;24;11;2020
NEGATIVO;RIO DULCE 3;24;11;2020
NEGATIVO;LINDA MARIJKE;24;11;2020
NEGATIVO;RONIA ATLANTIC;24;11;2020
NEGATIVO;SEIVIK;24;11;2020
NEGATIVO;FAEROY;24;11;2020
NEGATIVO;BUCALEMU;24;11;2020
NEGATIVO;PANIAHUE;24;11;2020
NEGATIVO;SEIFJORD;25;11;2020
NEGATIVO;TYR;25;11;2020
NEGATIVO;SEIGRUNN;25;11;2020
NEGATIVO;PATAGON 8;25;11;2020
NEGATIVO;SEIBRIS;25;11;2020
NEGATIVO;RONIA AUSTRAL;25;11;2020
NEGATIVO;SEINES;25;11;2020
NEGATIVO;BRUDANES;26;11;2020
NEGATIVO;ORCA CHONO;26;11;2020
NEGATIVO;ORCA YAGAN;26;11;2020
NEGATIVO;SEISTROM;26;11;2020
NEGATIVO;SAGA;26;11;2020
NEGATIVO;ALCANTARA;26;11;2020
NEGATIVO;LOKI;26;11;2020
NEGATIVO;PANIAHUE;26;11;2020
NEGATIVO;RONIA ATLANTIC;26;11;2020
NEGATIVO;PATAGON 6;26;11;2020
NEGATIVO;SEIKAPP;26;11;2020
NEGATIVO;PATAGON 5;26;11;2020
NEGATIVO;PATAGON 8;26;11;2020
NEGATIVO;PATAGON 9;26;11;2020
NEGATIVO;RONIA PACIFIC;27;11;2020
NEGATIVO;BUCALEMU;27;11;2020
NEGATIVO;SEIBRIS;27;11;2020
NEGATIVO;TYR;27;11;2020
NEGATIVO;INTER FIORD;27;11;2020
NEGATIVO;RONIA AUSTRAL;27;11;2020
NEGATIVO;SEIGRUNN;27;11;2020
NEGATIVO;ALCANTARA;27;11;2020
NEGATIVO;PATAGON 8;28;11;2020
NEGATIVO;SEIVIK;28;11;2020
NEGATIVO;SAGA;28;11;2020
NEGATIVO;GRIP PATAGONIA;28;11;2020
NEGATIVO;RONIA ATLANTIC;28;11;2020
NEGATIVO;LINDA MARIJKE;28;11;2020
NEGATIVO;SEISTROM;28;11;2020
NEGATIVO;ORCA YAGAN;28;11;2020
NEGATIVO;LOKI;28;11;2020
NEGATIVO;PATAGON 5;28;11;2020
NEGATIVO;SEIFJORD;28;11;2020
NEGATIVO;SEINES;28;11;2020
NEGATIVO;BUCALEMU;28;11;2020
NEGATIVO;ORCA CHONO;28;11;2020
NEGATIVO;ORCA ONA;28;11;2020
NEGATIVO;SEIBRIS;28;11;2020
NEGATIVO;GRIP ARTIC;29;11;2020
NEGATIVO;RONIA DIAMOND;29;11;2020
NEGATIVO;PANIAHUE;29;11;2020
NEGATIVO;RONIA PACIFIC;29;11;2020
NEGATIVO;SEIKAPP;29;11;2020
NEGATIVO;VALI;29;11;2020
NEGATIVO;LOKI;29;11;2020
NEGATIVO;RONIA AUSTRAL;29;11;2020
NEGATIVO;SEIGRUNN;29;11;2020
NEGATIVO;ORCA YAGAN;29;11;2020
NEGATIVO;QUEILEN;29;11;2020
NEGATIVO;ALCANTARA;29;11;2020
NEGATIVO;SEIVIK;30;11;2020
NEGATIVO;BUCALEMU;30;11;2020
NEGATIVO;PATAGON 9;30;11;2020
NEGATIVO;SEIFJORD;30;11;2020
NEGATIVO;LINDA MARIJKE;30;11;2020
NEGATIVO;SAGA;30;11;2020
NEGATIVO;PATAGON 8;30;11;2020
NEGATIVO;CACIQUE;30;11;2020
NEGATIVO;SEINES;30;11;2020
NEGATIVO;PATAGON 5;30;11;2020
NEGATIVO;SEISTROM;30;11;2020
NEGATIVO;SEISTROM;1;12;2020
NEGATIVO;PATAGON 4;1;12;2020
NEGATIVO;ORCA CHONO;1;12;2020
NEGATIVO;ORCA YAGAN;1;12;2020
NEGATIVO;LOKI;1;12;2020
NEGATIVO;SEIGRUNN;1;12;2020
NEGATIVO;SEIVIK;1;12;2020
NEGATIVO;SEIBRIS;1;12;2020
NEGATIVO;QUEILEN;1;12;2020
NEGATIVO;SEIKAPP;1;12;2020
NEGATIVO;BUCALEMU;1;12;2020
NEGATIVO;VALI;1;12;2020
NEGATIVO;PATAGON 8;1;12;2020
NEGATIVO;SEIVAG;1;12;2020
NEGATIVO;PATAGON 9;2;12;2020
NEGATIVO;SEINES;2;12;2020
NEGATIVO;SEIFJORD;2;12;2020
NEGATIVO;PATAGON  5;2;12;2020
NEGATIVO;RONIA AUSTRAL;2;12;2020
NEGATIVO;SAGA;2;12;2020
NEGATIVO;PANAIHUE;2;12;2020
NEGATIVO;INTER FIORD;2;12;2020
NEGATIVO;ORCA YAGAN;2;12;2020
NEGATIVO;SEIBRIS;2;12;2020
NEGATIVO;LINDA MARIJKE;2;12;2020
NEGATIVO;RONIA PACIFIC;2;12;2020
NEGATIVO;VALI;3;12;2020
NEGATIVO;PATAGON 8;3;12;2020
NEGATIVO;SEIGRUNN;3;12;2020
NEGATIVO;LOKI;3;12;2020
NEGATIVO;SEIVIK;3;12;2020
NEGATIVO;ALCANTARA;3;12;2020
NEGATIVO;ORCA CHONO;3;12;2020
NEGATIVO;RONIA DIAMOND;3;12;2020
NEGATIVO;SAGA;3;12;2020
NEGATIVO;SEIKAPP;3;12;2020
NEGATIVO;ORCA YAGAN;3;12;2020
NEGATIVO;BUCALEMU;3;12;2020
NEGATIVO;SEIFJORD;4;12;2020
NEGATIVO;SEINES;4;12;2020
NEGATIVO;RONIA AUSTRAL;4;12;2020
NEGATIVO;GRIP PACIFIC;4;12;2020
NEGATIVO;PATAGON 5;4;12;2020
NEGATIVO;PANIAHUE;4;12;2020
NEGATIVO;TYR;4;12;2020
NEGATIVO;SEISTROM;4;12;2020
NEGATIVO;RIO DULCE 3;4;12;2020
NEGATIVO;PATAGON 7;4;12;2020
NEGATIVO;RONIA PACIFIC;4;12;2020
NEGATIVO;BUCALEMU;4;12;2020
NEGATIVO;PATAGON 8;4;12;2020
NEGATIVO;SEIGRUNN;4;12;2020
